id,project_a,project_b,weight_a,weight_b,size_a,size_b,forks_count_a,forks_count_b,stars_count_a,stars_count_b,open_issues_count_a,open_issues_count_b,subscribers_count_a,subscribers_count_b,watchers_count_a,watchers_count_b,age_days_a,age_days_b,days_since_update_a,days_since_update_b,releases_count_a,releases_count_b,pull_requests_count_a,pull_requests_count_b,contributors_count_a,contributors_count_b,deployments_count_a,deployments_count_b,grade_active_a,grade_active_b,grade_code_a,grade_code_b,grade_compl_a,grade_compl_b,grade_Eth_a,grade_Eth_b,grade_fund_a,grade_fund_b,grade_market_a,grade_market_b,grade_perspect_a,grade_perspect_b,languages_score_a,languages_score_b
5236,https://github.com/eslint/eslint,https://github.com/fb55/entities,0.8903529412,0.1096470588,43662,4676,4638,64,25523,331,96,4,316,5,25523,331,4239,4772,0,1,30,18,30,30,30,21,0,30,77,10,75,30,70,10,45,65,1,1,1,1,85,35,49,50
5237,https://github.com/eslint/eslint,https://github.com/ljharb/qs,0.9961639714,0.003836028582,43662,12008,4638,736,25523,8642,96,73,316,67,25523,8642,4239,3848,0,1,30,0,30,30,30,30,0,0,77,10,75,60,70,15,45,30,1,1,1,1,85,65,49,49
5264,https://github.com/electron/electron,https://github.com/epoberezkin/fast-deep-equal,0.1772151899,0.8227848101,162499,102,15789,106,115362,1934,969,34,2826,14,115362,1934,4318,2792,0,1,30,14,30,30,30,12,30,0,70,10,75,65,70,20,25,30,1,1,7,1,85,50,50,73
5268,https://github.com/electron/electron,https://github.com/fb55/entities,0.0790513834,0.9209486166,162499,4676,15789,64,115362,331,969,4,2826,5,115362,331,4318,4772,0,1,30,18,30,30,30,21,30,30,70,10,75,30,70,10,25,65,1,1,7,1,85,35,50,50
5269,https://github.com/electron/electron,https://github.com/ljharb/qs,0.7329842932,0.2670157068,162499,12008,15789,736,115362,8642,969,73,2826,67,115362,8642,4318,3848,0,1,30,0,30,30,30,30,30,0,70,10,75,60,70,15,25,30,1,1,7,1,85,65,50,49
5295,https://github.com/pytest-dev/pytest,https://github.com/epoberezkin/fast-deep-equal,0.09972299169,0.9002770083,35381,102,2737,106,12382,1934,916,34,195,14,12382,1934,3523,2792,0,1,30,14,30,30,30,12,23,0,75,10,77,65,35,20,75,30,50,1,1,1,75,50,79,73
5329,https://github.com/pnpm/cmd-shim,https://github.com/fb55/entities,0.236423221,0.763576779,805,4676,11,64,14,331,7,4,5,5,14,331,3111,4772,597,1,0,18,30,30,13,21,0,30,10,10,65,30,15,10,10,65,1,1,1,1,35,35,50,50
5340,https://github.com/gulpjs/gulp,https://github.com/pion/webrtc,0.6551724138,0.3448275862,1118,5361,4217,1684,33061,14230,34,92,1025,260,33061,14230,4235,2455,0,0,23,30,30,30,30,30,0,0,75,75,75,75,40,70,30,45,1,1,1,1,70,75,81,45
5354,https://github.com/gulpjs/gulp,https://github.com/epoberezkin/fast-deep-equal,0.3689320388,0.6310679612,1118,102,4217,106,33061,1934,34,34,1025,14,33061,1934,4235,2792,0,1,23,14,30,30,30,12,0,0,75,10,75,65,40,20,30,30,1,1,1,1,70,50,81,73
5358,https://github.com/gulpjs/gulp,https://github.com/fb55/entities,0.1889607161,0.8110392839,1118,4676,4217,64,33061,331,34,4,1025,5,33061,331,4235,4772,0,1,23,18,30,30,30,21,0,30,75,10,75,30,40,10,30,65,1,1,1,1,70,35,81,50
5359,https://github.com/gulpjs/gulp,https://github.com/ljharb/qs,0.8816705336,0.1183294664,1118,12008,4217,736,33061,8642,34,73,1025,67,33061,8642,4235,3848,0,1,23,0,30,30,30,30,0,0,75,10,75,60,40,15,30,30,1,1,1,1,70,65,81,49
5368,https://github.com/ajv-validator/ajv,https://github.com/pion/webrtc,0.8947368421,0.1052631579,37489,5361,887,1684,14030,14230,285,92,112,260,14030,14230,3550,2455,0,0,30,30,30,30,30,30,30,0,10,75,70,75,55,70,75,45,1,1,1,1,75,75,50,45
5369,https://github.com/ajv-validator/ajv,https://github.com/node-fetch/node-fetch,0.988372093,0.01162790698,37489,1268,887,1037,14030,8824,285,211,112,89,14030,8824,3550,3664,0,0,30,30,30,30,30,30,30,0,10,20,70,65,55,30,75,25,1,1,1,3,75,70,50,50
5372,https://github.com/ajv-validator/ajv,https://github.com/clap-rs/clap,0.9988249119,0.001175088132,37489,19961,887,1074,14030,14689,285,344,112,68,14030,14689,3550,3633,0,0,30,30,30,30,30,30,30,30,10,10,70,75,55,35,75,60,1,1,1,1,75,75,50,50
5373,https://github.com/ajv-validator/ajv,https://github.com/prettier/prettier,0.5868139455,0.4131860545,37489,145254,887,4457,14030,49899,285,1441,112,419,14030,49899,3550,2990,0,0,30,30,30,30,30,30,30,30,10,80,70,85,55,65,75,40,1,1,1,1,75,80,50,69
5382,https://github.com/ajv-validator/ajv,https://github.com/epoberezkin/fast-deep-equal,0.7234042553,0.2765957447,37489,102,887,106,14030,1934,285,34,112,14,14030,1934,3550,2792,0,1,30,14,30,30,30,12,30,0,10,10,70,65,55,20,75,30,1,1,1,1,75,50,50,73
5386,https://github.com/ajv-validator/ajv,https://github.com/fb55/entities,0.5103572501,0.4896427499,37489,4676,887,64,14030,331,285,4,112,5,14030,331,3550,4772,0,1,30,18,30,30,30,21,30,30,10,10,70,30,55,10,75,65,1,1,1,1,75,35,50,50
5387,https://github.com/ajv-validator/ajv,https://github.com/ljharb/qs,0.9708737864,0.02912621359,37489,12008,887,736,14030,8642,285,73,112,67,14030,8642,3550,3848,0,1,30,0,30,30,30,30,30,0,10,10,70,60,55,15,75,30,1,1,1,1,75,65,50,49
5391,https://github.com/ajv-validator/ajv,https://github.com/zloirock/core-js,0.7413868295,0.2586131705,37489,62815,887,1658,14030,24783,285,41,112,256,14030,24783,3550,4221,0,0,30,30,30,30,30,30,30,30,10,30,70,75,55,30,75,30,1,1,1,1,75,70,50,55
5397,https://github.com/redux-saga/redux-saga,https://github.com/sheetjs/js-crc32,0.8402555911,0.1597444089,9473,22367,1967,37,22535,345,40,2,249,10,22535,345,3356,3887,0,26,30,0,30,6,30,6,30,13,70,10,75,55,35,5,30,25,15,1,70,1,75,20,53,51
5403,https://github.com/redux-saga/redux-saga,https://github.com/motdotla/dotenv,0.9924528302,0.007547169811,9473,2391,1967,867,22535,19448,40,6,249,109,22535,19448,3356,4233,0,0,30,0,30,30,30,30,30,0,70,10,75,75,35,15,30,10,15,1,70,1,75,65,53,54
5409,https://github.com/redux-saga/redux-saga,https://github.com/epoberezkin/fast-deep-equal,0.2880613363,0.7119386637,9473,102,1967,106,22535,1934,40,34,249,14,22535,1934,3356,2792,0,1,30,14,30,30,30,12,30,0,70,10,75,65,35,20,30,30,15,1,70,1,75,50,53,73
5412,https://github.com/redux-saga/redux-saga,https://github.com/facebook/react,0.8825503356,0.1174496644,9473,715683,1967,47498,22535,232033,40,962,249,6636,22535,232033,3356,4275,0,0,30,30,30,30,30,30,30,30,70,85,75,85,35,85,30,25,15,100,70,85,75,85,53,75
5419,https://github.com/redux-saga/redux-saga,https://github.com/salesforce/tough-cookie,0.009018276583,0.9909817234,9473,2245,1967,240,22535,985,40,20,249,50,22535,985,3356,4858,0,7,30,9,30,30,30,30,30,1,70,20,75,45,35,30,30,10,15,1,70,1,75,30,53,50
5422,https://github.com/postcss/postcss,https://github.com/node-fetch/node-fetch,0.4444444444,0.5555555556,10792,1268,1570,1037,28628,8824,24,211,505,89,28628,8824,4152,3664,0,0,30,30,30,30,30,30,20,0,70,20,65,65,25,30,25,25,1,1,1,3,70,70,48,50
5464,https://github.com/go-task/slim-sprig,https://github.com/fb55/entities,0.005487804878,0.9945121951,543,4676,15,64,64,331,9,4,4,5,64,331,2055,4772,10,1,0,18,8,30,30,21,11,30,10,10,55,30,15,10,50,65,1,1,1,1,35,35,75,50
5465,https://github.com/go-task/slim-sprig,https://github.com/ljharb/qs,0.15,0.85,543,12008,15,736,64,8642,9,73,4,67,64,8642,2055,3848,10,1,0,0,8,30,30,30,11,0,10,10,55,60,15,15,50,30,1,1,1,1,35,65,75,49
5484,https://github.com/pion/webrtc,https://github.com/epoberezkin/fast-deep-equal,0.2352941176,0.7647058824,5361,102,1684,106,14230,1934,92,34,260,14,14230,1934,2455,2792,0,1,30,14,30,30,30,12,0,0,75,10,75,65,70,20,45,30,1,1,1,1,75,50,45,73
5488,https://github.com/pion/webrtc,https://github.com/fb55/entities,0.109229929,0.890770071,5361,4676,1684,64,14230,331,92,4,260,5,14230,331,2455,4772,0,1,30,18,30,30,30,21,0,30,75,10,75,30,70,10,45,65,1,1,1,1,75,35,45,50
5489,https://github.com/pion/webrtc,https://github.com/ljharb/qs,0.796812749,0.203187251,5361,12008,1684,736,14230,8642,92,73,260,67,14230,8642,2455,3848,0,1,30,0,30,30,30,30,0,0,75,10,75,60,70,15,45,30,1,1,1,1,75,65,45,49
5495,https://github.com/node-fetch/node-fetch,https://github.com/sheetjs/js-crc32,0.2857142857,0.7142857143,1268,22367,1037,37,8824,345,211,2,89,10,8824,345,3664,3887,0,26,30,0,30,6,30,6,0,13,20,10,65,55,30,5,25,25,1,1,3,1,70,20,50,51
5500,https://github.com/node-fetch/node-fetch,https://github.com/browserslist/browserslist,0.2083333333,0.7916666667,1268,4371,1037,720,8824,13140,211,42,89,140,8824,13140,3664,3707,0,0,30,9,30,30,30,30,0,4,20,65,65,75,30,25,25,65,1,1,3,1,70,70,50,75
5502,https://github.com/node-fetch/node-fetch,https://github.com/rollup/rollup,0.2666666667,0.7333333333,1268,31658,1037,1551,8824,25565,211,581,89,255,8824,25565,3664,3555,0,0,30,30,30,30,30,30,0,30,20,75,65,76,30,65,25,25,1,77,3,45,70,75,50,75
5508,https://github.com/node-fetch/node-fetch,https://github.com/level/levelup,0.5,0.5,1268,5894,1037,267,8824,4085,211,0,89,91,8824,4085,3664,4559,0,24,30,23,30,30,30,30,0,0,20,10,65,65,30,1,25,45,1,1,3,1,70,60,50,54
5512,https://github.com/node-fetch/node-fetch,https://github.com/ljharb/qs,0.2816901408,0.7183098592,1268,12008,1037,736,8824,8642,211,73,89,67,8824,8642,3664,3848,0,1,30,0,30,30,30,30,0,0,20,10,65,60,30,15,25,30,1,1,3,1,70,65,50,49
5514,https://github.com/node-fetch/node-fetch,https://github.com/vuejs/vue,0.002334539512,0.9976654605,1268,32152,1037,33722,8824,208312,211,602,89,5853,8824,208312,3664,4210,0,0,30,30,30,30,30,30,0,0,20,77,65,75,30,70,25,20,1,1,3,77,70,75,50,80
5515,https://github.com/node-fetch/node-fetch,https://github.com/sindresorhus/type-fest,0.1739130435,0.8260869565,1268,1957,1037,574,8824,14816,211,162,89,52,8824,14816,3664,2157,0,0,30,30,30,30,30,30,0,0,20,45,65,70,30,30,25,20,1,1,3,1,70,70,50,50
5517,https://github.com/node-fetch/node-fetch,https://github.com/salesforce/tough-cookie,0.0006915629322,0.9993084371,1268,2245,1037,240,8824,985,211,20,89,50,8824,985,3664,4858,0,7,30,9,30,30,30,30,0,1,20,20,65,45,30,30,25,10,1,1,3,1,70,30,50,50
5529,https://github.com/sheetjs/js-crc32,https://github.com/epoberezkin/fast-deep-equal,0.07142857143,0.9285714286,22367,102,37,106,345,1934,2,34,10,14,345,1934,3887,2792,26,1,0,14,6,30,6,12,13,0,10,10,55,65,5,20,25,30,1,1,1,1,20,50,51,73
5555,https://github.com/jedisct1/go-minisign,https://github.com/ljharb/qs,0.46875,0.53125,83,12008,12,736,113,8642,1,73,5,67,113,8642,2580,3848,45,1,0,0,9,30,3,30,0,0,10,10,75,60,15,15,50,30,1,1,1,1,65,65,51,49
5562,https://github.com/clap-rs/clap,https://github.com/cssnano/cssnano,0.2,0.8,19961,33702,1074,319,14689,4828,344,97,68,50,14689,4828,3633,3585,0,1,30,30,30,30,30,30,30,30,10,30,75,75,35,30,60,15,1,1,1,1,75,60,50,54
5564,https://github.com/clap-rs/clap,https://github.com/motdotla/dotenv,0.5,0.5,19961,2391,1074,867,14689,19448,344,6,68,109,14689,19448,3633,4233,0,0,30,0,30,30,30,30,30,0,10,10,75,75,35,15,60,10,1,1,1,1,75,65,50,54
5565,https://github.com/clap-rs/clap,https://github.com/rollup/rollup,0.0350877193,0.9649122807,19961,31658,1074,1551,14689,25565,344,581,68,255,14689,25565,3633,3555,0,0,30,30,30,30,30,30,30,30,10,75,75,76,35,65,60,25,1,77,1,45,75,75,50,75
5568,https://github.com/clap-rs/clap,https://github.com/floating-ui/floating-ui,0.003944773176,0.9960552268,19961,39906,1074,1628,14689,30606,344,40,68,257,14689,30606,3633,3235,0,0,30,30,30,30,30,30,30,30,10,30,75,75,35,45,60,60,1,1,1,1,75,70,50,50
5569,https://github.com/clap-rs/clap,https://github.com/mochajs/mocha,0.002496878901,0.9975031211,19961,26733,1074,3014,14689,22698,344,198,68,397,14689,22698,3633,5084,0,0,30,30,30,30,30,30,30,30,10,65,75,77,35,45,60,15,1,1,1,1,75,75,50,54
5570,https://github.com/clap-rs/clap,https://github.com/epoberezkin/fast-deep-equal,0.003067484663,0.9969325153,19961,102,1074,106,14689,1934,344,34,68,14,14689,1934,3633,2792,0,1,30,14,30,30,30,12,30,0,10,10,75,65,35,20,60,30,1,1,1,1,75,50,50,73
5571,https://github.com/clap-rs/clap,https://github.com/level/levelup,0.09090909091,0.9090909091,19961,5894,1074,267,14689,4085,344,0,68,91,14689,4085,3633,4559,0,24,30,23,30,30,30,30,30,0,10,10,75,65,35,1,60,45,1,1,1,1,75,60,50,54
5573,https://github.com/clap-rs/clap,https://github.com/facebook/react,0.05405405405,0.9459459459,19961,715683,1074,47498,14689,232033,344,962,68,6636,14689,232033,3633,4275,0,0,30,30,30,30,30,30,30,30,10,85,75,85,35,85,60,25,1,100,1,85,75,85,50,75
5574,https://github.com/clap-rs/clap,https://github.com/fb55/entities,0.001224739743,0.9987752603,19961,4676,1074,64,14689,331,344,4,68,5,14689,331,3633,4772,0,1,30,18,30,30,30,21,30,30,10,10,75,30,35,10,60,65,1,1,1,1,75,35,50,50
5575,https://github.com/clap-rs/clap,https://github.com/ljharb/qs,0.03773584906,0.9622641509,19961,12008,1074,736,14689,8642,344,73,68,67,14689,8642,3633,3848,0,1,30,0,30,30,30,30,30,0,10,10,75,60,35,15,60,30,1,1,1,1,75,65,50,49
5577,https://github.com/clap-rs/clap,https://github.com/vuejs/vue,0.0002339454907,0.9997660545,19961,32152,1074,33722,14689,208312,344,602,68,5853,14689,208312,3633,4210,0,0,30,30,30,30,30,30,30,0,10,77,75,75,35,70,60,20,1,1,1,77,75,75,50,80
5578,https://github.com/clap-rs/clap,https://github.com/sindresorhus/type-fest,0.0206185567,0.9793814433,19961,1957,1074,574,14689,14816,344,162,68,52,14689,14816,3633,2157,0,0,30,30,30,30,30,30,30,0,10,45,75,70,35,30,60,20,1,1,1,1,75,70,50,50
5580,https://github.com/clap-rs/clap,https://github.com/salesforce/tough-cookie,6.92e-05,0.9999308006,19961,2245,1074,240,14689,985,344,20,68,50,14689,985,3633,4858,0,7,30,9,30,30,30,30,30,1,10,20,75,45,35,30,60,10,1,1,1,1,75,30,50,50
5607,https://github.com/cssnano/cssnano,https://github.com/epoberezkin/fast-deep-equal,0.01215805471,0.9878419453,33702,102,319,106,4828,1934,97,34,50,14,4828,1934,3585,2792,1,1,30,14,30,30,30,12,30,0,30,10,75,65,30,20,15,30,1,1,1,1,60,50,54,73
5611,https://github.com/cssnano/cssnano,https://github.com/fb55/entities,0.004881025015,0.995118975,33702,4676,319,64,4828,331,97,4,50,5,4828,331,3585,4772,1,1,30,18,30,30,30,21,30,30,30,10,75,30,30,10,15,65,1,1,1,1,60,35,54,50
5612,https://github.com/cssnano/cssnano,https://github.com/ljharb/qs,0.1355932203,0.8644067797,33702,12008,319,736,4828,8642,97,73,50,67,4828,8642,3585,3848,1,1,30,0,30,30,30,30,30,0,30,10,75,60,30,15,15,30,1,1,1,1,60,65,54,49
5618,https://github.com/browserslist/browserslist,https://github.com/motdotla/dotenv,0.9743589744,0.02564102564,4371,2391,720,867,13140,19448,42,6,140,109,13140,19448,3707,4233,0,0,9,0,30,30,30,30,4,0,65,10,75,75,25,15,65,10,1,1,1,1,70,65,75,54
5624,https://github.com/browserslist/browserslist,https://github.com/epoberezkin/fast-deep-equal,0.1046831956,0.8953168044,4371,102,720,106,13140,1934,42,34,140,14,13140,1934,3707,2792,0,1,9,14,30,30,30,12,4,0,65,10,75,65,25,20,65,30,1,1,1,1,70,50,75,73
5627,https://github.com/browserslist/browserslist,https://github.com/facebook/react,0.6846846847,0.3153153153,4371,715683,720,47498,13140,232033,42,962,140,6636,13140,232033,3707,4275,0,0,9,30,30,30,30,30,4,30,65,85,75,85,25,85,65,25,1,100,1,85,70,85,75,75
5628,https://github.com/browserslist/browserslist,https://github.com/fb55/entities,0.04452255419,0.9554774458,4371,4676,720,64,13140,331,42,4,140,5,13140,331,3707,4772,0,1,9,18,30,30,30,21,4,30,65,10,75,30,25,10,65,65,1,1,1,1,70,35,75,50
5629,https://github.com/browserslist/browserslist,https://github.com/ljharb/qs,0.5984251969,0.4015748031,4371,12008,720,736,13140,8642,42,73,140,67,13140,8642,3707,3848,0,1,9,0,30,30,30,30,4,0,65,10,75,60,25,15,65,30,1,1,1,1,70,65,75,49
5632,https://github.com/browserslist/browserslist,https://github.com/sindresorhus/type-fest,0.4444444444,0.5555555556,4371,1957,720,574,13140,14816,42,162,140,52,13140,14816,3707,2157,0,0,9,30,30,30,30,30,4,0,65,45,75,70,25,30,65,20,1,1,1,1,70,70,75,50
5634,https://github.com/browserslist/browserslist,https://github.com/salesforce/tough-cookie,0.002622860298,0.9973771397,4371,2245,720,240,13140,985,42,20,140,50,13140,985,3707,4858,0,7,9,9,30,30,30,30,4,1,65,20,75,45,25,30,65,10,1,1,1,1,70,30,75,50
5644,https://github.com/motdotla/dotenv,https://github.com/fb55/entities,0.001224739743,0.9987752603,2391,4676,867,64,19448,331,6,4,109,5,19448,331,4233,4772,0,1,0,18,30,30,30,21,0,30,10,10,75,30,15,10,10,65,1,1,1,1,65,35,54,50
5648,https://github.com/motdotla/dotenv,https://github.com/sindresorhus/type-fest,0.0206185567,0.9793814433,2391,1957,867,574,19448,14816,6,162,109,52,19448,14816,4233,2157,0,0,0,30,30,30,30,30,0,0,10,45,75,70,15,30,10,20,1,1,1,1,65,70,54,50
5649,https://github.com/motdotla/dotenv,https://github.com/zloirock/core-js,0.003361344538,0.9966386555,2391,62815,867,1658,19448,24783,6,41,109,256,19448,24783,4233,4221,0,0,0,30,30,30,30,30,0,30,10,30,75,75,15,30,10,30,1,1,1,1,65,70,54,55
5673,https://github.com/typescript-eslint/typescript-eslint,https://github.com/fb55/entities,0.2521779,0.7478221,68455,4676,2768,64,15485,331,380,4,91,5,15485,331,2215,4772,0,1,30,18,30,30,30,21,0,30,70,10,75,30,65,10,30,65,1,1,5,1,75,35,53,50
5678,https://github.com/typescript-eslint/typescript-eslint,https://github.com/zloirock/core-js,0.4811898513,0.5188101487,68455,62815,2768,1658,15485,24783,380,41,91,256,15485,24783,2215,4221,0,0,30,30,30,30,30,30,0,30,70,30,75,75,65,30,30,30,1,1,5,1,75,70,53,55
5699,https://github.com/floating-ui/floating-ui,https://github.com/ljharb/qs,0.9082733813,0.09172661871,39906,12008,1628,736,30606,8642,40,73,257,67,30606,8642,3235,3848,0,1,30,0,30,30,30,30,30,0,30,10,75,60,45,15,60,30,1,1,1,1,70,65,50,49
5702,https://github.com/floating-ui/floating-ui,https://github.com/sindresorhus/type-fest,0.8416666667,0.1583333333,39906,1957,1628,574,30606,14816,40,162,257,52,30606,14816,3235,2157,0,0,30,30,30,30,30,30,30,0,30,45,75,70,45,30,60,20,1,1,1,1,70,70,50,50
5704,https://github.com/floating-ui/floating-ui,https://github.com/salesforce/tough-cookie,0.01717395001,0.98282605,39906,2245,1628,240,30606,985,40,20,257,50,30606,985,3235,4858,0,7,30,9,30,30,30,30,30,1,30,20,75,45,45,30,60,10,1,1,1,1,70,30,50,50
5705,https://github.com/mochajs/mocha,https://github.com/epoberezkin/fast-deep-equal,0.5514147688,0.4485852312,26733,102,3014,106,22698,1934,198,34,397,14,22698,1934,5084,2792,0,1,30,14,30,30,30,12,30,0,65,10,77,65,45,20,15,30,1,1,1,1,75,50,54,73
5710,https://github.com/mochajs/mocha,https://github.com/ljharb/qs,0.94,0.06,26733,12008,3014,736,22698,8642,198,73,397,67,22698,8642,5084,3848,0,1,30,0,30,30,30,30,30,0,65,10,77,60,45,15,15,30,1,1,1,1,75,65,54,49
5716,https://github.com/epoberezkin/fast-deep-equal,https://github.com/level/levelup,0.9701492537,0.02985074627,102,5894,106,267,1934,4085,34,0,14,91,1934,4085,2792,4559,1,24,14,23,30,30,12,30,0,0,10,10,65,65,20,1,30,45,1,1,1,1,50,60,73,54
5717,https://github.com/epoberezkin/fast-deep-equal,https://github.com/swc-project/swc,0.7011866235,0.2988133765,102,365630,106,1255,1934,31607,34,427,14,152,1934,31607,2792,2603,1,0,14,30,30,30,12,30,0,24,10,10,65,78,20,45,30,60,1,1,1,1,50,70,73,75
5718,https://github.com/epoberezkin/fast-deep-equal,https://github.com/facebook/react,0.9489051095,0.05109489051,102,715683,106,47498,1934,232033,34,962,14,6636,1934,232033,2792,4275,1,0,14,30,30,30,12,30,0,30,10,85,65,85,20,85,30,25,1,100,1,85,50,85,73,75
5719,https://github.com/epoberezkin/fast-deep-equal,https://github.com/fb55/entities,0.2849627356,0.7150372644,102,4676,106,64,1934,331,34,4,14,5,1934,331,2792,4772,1,1,14,18,30,30,12,21,0,30,10,10,65,30,20,10,30,65,1,1,1,1,50,35,73,50
5720,https://github.com/epoberezkin/fast-deep-equal,https://github.com/ljharb/qs,0.9272467903,0.0727532097,102,12008,106,736,1934,8642,34,73,14,67,1934,8642,2792,3848,1,1,14,0,30,30,12,30,0,0,10,10,65,60,20,15,30,30,1,1,1,1,50,65,73,49
5721,https://github.com/epoberezkin/fast-deep-equal,https://github.com/babel/babel,0.1997541487,0.8002458513,102,122509,106,5663,1934,43393,34,790,14,804,1934,43393,2792,3783,1,0,14,30,30,30,12,30,0,30,10,77,65,75,20,75,30,30,1,50,1,1,50,85,73,73
5722,https://github.com/epoberezkin/fast-deep-equal,https://github.com/vuejs/vue,0.07067522018,0.9293247798,102,32152,106,33722,1934,208312,34,602,14,5853,1934,208312,2792,4210,1,0,14,30,30,30,12,30,0,0,10,77,65,75,20,70,30,20,1,1,1,77,50,75,73,80
5723,https://github.com/epoberezkin/fast-deep-equal,https://github.com/sindresorhus/type-fest,0.8724832215,0.1275167785,102,1957,106,574,1934,14816,34,162,14,52,1934,14816,2792,2157,1,0,14,30,30,30,12,30,0,0,10,45,65,70,20,30,30,20,1,1,1,1,50,70,73,50
5724,https://github.com/epoberezkin/fast-deep-equal,https://github.com/zloirock/core-js,0.522928399,0.477071601,102,62815,106,1658,1934,24783,34,41,14,256,1934,24783,2792,4221,1,0,14,30,30,30,12,30,0,30,10,30,65,75,20,30,30,30,1,1,1,1,50,70,73,55
5725,https://github.com/epoberezkin/fast-deep-equal,https://github.com/salesforce/tough-cookie,0.02199661591,0.9780033841,102,2245,106,240,1934,985,34,20,14,50,1934,985,2792,4858,1,7,14,9,30,30,12,30,0,1,10,20,65,45,20,30,30,10,1,1,1,1,50,30,73,50
5729,https://github.com/level/levelup,https://github.com/ljharb/qs,0.2816901408,0.7183098592,5894,12008,267,736,4085,8642,0,73,91,67,4085,8642,4559,3848,24,1,23,0,30,30,30,30,0,0,10,10,65,60,1,15,45,30,1,1,1,1,60,65,54,49
5743,https://github.com/facebook/react,https://github.com/fb55/entities,0.02100840336,0.9789915966,715683,4676,47498,64,232033,331,962,4,6636,5,232033,331,4275,4772,0,1,30,18,30,30,30,21,30,30,85,10,85,30,85,10,25,65,100,1,85,1,85,35,75,50
5744,https://github.com/facebook/react,https://github.com/ljharb/qs,0.4069767442,0.5930232558,715683,12008,47498,736,232033,8642,962,73,6636,67,232033,8642,4275,3848,0,1,30,0,30,30,30,30,30,0,85,10,85,60,85,15,25,30,100,1,85,1,85,65,75,49
5750,https://github.com/fb55/entities,https://github.com/ljharb/qs,0.9696789536,0.03032104637,4676,12008,64,736,331,8642,4,73,5,67,331,8642,4772,3848,1,1,18,0,30,30,21,30,30,0,10,10,30,60,10,15,65,30,1,1,1,1,35,65,50,49
5752,https://github.com/fb55/entities,https://github.com/vuejs/vue,0.1602475928,0.8397524072,4676,32152,64,33722,331,208312,4,602,5,5853,331,208312,4772,4210,1,0,18,30,30,30,21,30,30,0,10,77,30,75,10,70,65,20,1,1,1,77,35,75,50,80
5753,https://github.com/fb55/entities,https://github.com/sindresorhus/type-fest,0.9449594438,0.0550405562,4676,1957,64,574,331,14816,4,162,5,52,331,14816,4772,2157,1,0,18,30,30,30,21,30,30,0,10,45,30,70,10,30,65,20,1,1,1,1,35,70,50,50
5754,https://github.com/fb55/entities,https://github.com/zloirock/core-js,0.7333633094,0.2666366906,4676,62815,64,1658,331,24783,4,41,5,256,331,24783,4772,4221,1,0,18,30,30,30,21,30,30,30,10,30,30,75,10,30,65,30,1,1,1,1,35,70,50,55
5755,https://github.com/fb55/entities,https://github.com/salesforce/tough-cookie,0.05342111297,0.946578887,4676,2245,64,240,331,985,4,20,5,50,331,985,4772,4858,1,7,18,9,30,30,21,30,30,1,10,20,30,45,10,30,65,10,1,1,1,1,35,30,50,50
5756,https://github.com/ljharb/qs,https://github.com/babel/babel,0.01920903955,0.9807909605,12008,122509,736,5663,8642,43393,73,790,67,804,8642,43393,3848,3783,1,0,0,30,30,30,30,30,0,30,10,77,60,75,15,75,30,30,1,50,1,1,65,85,49,73
5757,https://github.com/ljharb/qs,https://github.com/vuejs/vue,0.005931612003,0.994068388,12008,32152,736,33722,8642,208312,73,602,67,5853,8642,208312,3848,4210,1,0,0,30,30,30,30,30,0,0,10,77,60,75,15,70,30,20,1,1,1,77,65,75,49,80
5758,https://github.com/ljharb/qs,https://github.com/sindresorhus/type-fest,0.3493150685,0.6506849315,12008,1957,736,574,8642,14816,73,162,67,52,8642,14816,3848,2157,1,0,0,30,30,30,30,30,0,0,10,45,60,70,15,30,30,20,1,1,1,1,65,70,49,50
5759,https://github.com/ljharb/qs,https://github.com/zloirock/core-js,0.07919254658,0.9208074534,12008,62815,736,1658,8642,24783,73,41,67,256,8642,24783,3848,4221,1,0,0,30,30,30,30,30,0,30,10,30,60,75,15,30,30,30,1,1,1,1,65,70,49,55
5760,https://github.com/ljharb/qs,https://github.com/salesforce/tough-cookie,0.001761597181,0.9982384028,12008,2245,736,240,8642,985,73,20,67,50,8642,985,3848,4858,1,7,0,9,30,30,30,30,0,1,10,20,60,45,15,30,30,10,1,1,1,1,65,30,49,50
153,https://github.com/consensys/teku,https://github.com/ethereum/remix-project,0.875,0.125,542992,251423,306,1082,692,2574,149,826,33,68,692,2574,2344,1784,0,0,30,30,30,30,30,30,30,30,10,10,65,65,70,45,85,75,1,1,1,25,70,75,50,53
154,https://github.com/consensys/teku,https://github.com/ethereum/solidity,0.875,0.125,542992,78615,306,5960,692,23829,149,551,33,733,692,23829,2344,3460,0,0,30,30,30,30,30,30,30,0,10,85,65,85,70,75,85,85,1,75,1,75,70,75,50,53
156,https://github.com/consensys/teku,https://github.com/ethereum/go-ethereum,0.875,0.125,542992,216618,306,20515,692,48264,149,283,33,2208,692,48264,2344,4059,0,0,30,30,30,30,30,30,30,30,10,100,65,85,70,77,85,95,1,100,1,100,70,90,50,49
165,https://github.com/nomicfoundation/hardhat,https://github.com/prettier-solidity/prettier-plugin-solidity,0.8280568296,0.1719431704,193759,4658,1479,75,7481,731,534,12,76,12,7481,731,2489,2458,0,2,30,30,30,30,30,21,30,0,55,30,75,70,75,10,85,70,25,1,25,1,75,70,74,72
