id,project_a,project_b,weight_a,weight_b,project_a_age_days,project_a_days_since_update,project_a_forks,project_a_stars,project_a_open_issues,project_a_size,project_a_subscribers_count,project_a_forks_ratio,project_a_stars_ratio,project_a_size_ratio,project_b_age_days,project_b_days_since_update,project_b_forks,project_b_stars,project_b_open_issues,project_b_size,project_b_subscribers_count,project_b_forks_ratio,project_b_stars_ratio,project_b_size_ratio
1627,https://github.com/salesforce/tough-cookie,https://github.com/heim-rs/darwin-libproc,0.9991305631,0.0008694369,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074
1628,https://github.com/salesforce/tough-cookie,https://github.com/immerjs/immer,0.99416234185,0.00583765815,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,2593,0,852,28023,53,5838,155,0.030403597045284232,4.800102774922919,0.1459403905447071
1629,https://github.com/salesforce/tough-cookie,https://github.com/electron/electron,0.84877206535,0.15122793465,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4315,0,15779,115327,977,162468,2827,0.13681965194620513,0.7098444001280252,0.09712066376147918
1630,https://github.com/salesforce/tough-cookie,https://github.com/prettier/prettier,0.72686550594,0.27313449406,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,2987,0,4458,49875,1432,145124,420,0.08938345864661654,0.34367161875361757,0.030718557922879745
1631,https://github.com/salesforce/tough-cookie,https://github.com/jedisct1/go-minisign,0.93863767385,0.06136232615,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,2577,42,12,113,1,83,5,0.10619469026548672,1.3614457831325302,0.14457831325301204
1632,https://github.com/salesforce/tough-cookie,https://github.com/dcodeio/long.js,0.53665785107,0.46334214893,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4348,10,206,893,27,541,23,0.23068309070548712,1.6506469500924215,0.3807763401109057
1634,https://github.com/salesforce/tough-cookie,https://github.com/redux-saga/redux-saga,0.87365608739,0.12634391261,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3353,0,1967,22536,40,9473,249,0.08728257011004614,2.378971814631057,0.20764277420035893
1635,https://github.com/salesforce/tough-cookie,https://github.com/pnpm/cmd-shim,0.81240190432,0.18759809568,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3108,594,11,14,7,805,5,0.7857142857142857,0.017391304347826087,0.013664596273291925
1636,https://github.com/salesforce/tough-cookie,https://github.com/pytest-dev/pytest,0.81254087783,0.18745912217,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948
1637,https://github.com/salesforce/tough-cookie,https://github.com/gregberge/svgr,0.9220874797,0.0779125203,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
1639,https://github.com/salesforce/tough-cookie,https://github.com/chzyer/readline,0.99974654642,0.00025345358,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3423,12,281,2109,108,3576,41,0.13323850165955428,0.589765100671141,0.07857941834451902
1640,https://github.com/salesforce/tough-cookie,https://github.com/motdotla/dotenv,0.99743143217,0.00256856783,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4230,0,862,19434,5,2391,109,0.04435525367911907,8.12797992471769,0.3605186114596403
1641,https://github.com/salesforce/tough-cookie,https://github.com/mozilla/source-map,0.9759556792,0.0240443208,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4959,0,362,3587,64,7514,70,0.10091998884862002,0.47737556561085975,0.04817673675805164
1643,https://github.com/salesforce/tough-cookie,https://github.com/floating-ui/floating-ui,0.90504478453,0.09495521547,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3232,0,1629,30579,41,40383,257,0.05327185323261061,0.7572245746972736,0.04033875640739915
1644,https://github.com/salesforce/tough-cookie,https://github.com/postcss/postcss,0.85394651486,0.14605348514,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4149,0,1570,28625,24,10792,506,0.054847161572052404,2.652427724240178,0.1454781319495923
1646,https://github.com/salesforce/tough-cookie,https://github.com/pion/webrtc,0.96078823289,0.03921176711,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,2452,0,1683,14218,92,5361,260,0.11837107891405262,2.6521171423241934,0.3139339675433688
1647,https://github.com/salesforce/tough-cookie,https://github.com/node-fetch/node-fetch,0.98781300387,0.01218699613,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3661,3,1037,8824,211,1268,89,0.11752039891205802,6.958990536277603,0.8178233438485805
1648,https://github.com/salesforce/tough-cookie,https://github.com/fb55/entities,0.946578887,0.053421113,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4769,2,64,331,4,4865,5,0.1933534743202417,0.06803699897225077,0.0131551901336074
1649,https://github.com/salesforce/tough-cookie,https://github.com/ljharb/qs,0.96766034777,0.03233965223,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3845,0,736,8638,73,12008,67,0.08520490854364436,0.7193537641572285,0.06129247168554297
1650,https://github.com/salesforce/tough-cookie,https://github.com/clap-rs/clap,0.96192646837,0.03807353163,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3630,0,1072,14677,345,19912,68,0.07303944947877632,0.737093210124548,0.05383688228204098
1651,https://github.com/salesforce/tough-cookie,https://github.com/epoberezkin/fast-deep-equal,0.9726985277,0.0273014723,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,2789,1,106,1932,34,102,14,0.054865424430641824,18.941176470588236,1.0392156862745099
1653,https://github.com/salesforce/tough-cookie,https://github.com/brooooooklyn/snappy,0.9997500625,0.0002499375,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,1334,12,10,168,12,13046,4,0.05952380952380952,0.012877510347999386,0.0007665184730952016
1655,https://github.com/salesforce/tough-cookie,https://github.com/mattn/go-isatty,0.98954008003,0.01045991997,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3961,6,108,849,14,63,12,0.127208480565371,13.476190476190476,1.7142857142857142
1659,https://github.com/salesforce/tough-cookie,https://github.com/humanwhocodes/object-schema,0.89757003908,0.10242996092,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306
1660,https://github.com/salesforce/tough-cookie,https://github.com/numpy/numpy,0.50257099804,0.49742900196,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,5256,0,10389,28711,2182,153256,598,0.3618473755703389,0.18734013676462913,0.0677885368272694
1662,https://github.com/salesforce/tough-cookie,https://github.com/inikulin/parse5,0.9988366368,0.0011633632,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4339,1,237,3719,29,10676,43,0.06372680828179618,0.3483514424878232,0.022199325590108655
1664,https://github.com/salesforce/tough-cookie,https://github.com/nodeca/js-yaml,0.99123652683,0.00876347317,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4872,0,776,6351,66,3777,75,0.12218548260116517,1.681493248610008,0.20545406407201483
1665,https://github.com/salesforce/tough-cookie,https://github.com/ethers-io/ethers.js,0.99165114455,0.00834885545,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872
1667,https://github.com/salesforce/tough-cookie,https://github.com/formatjs/formatjs,0.9900990099,0.0099009901,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3937,0,1365,14375,29,62376,131,0.09495652173913044,0.23045722713864306,0.02188341669873028
1669,https://github.com/salesforce/tough-cookie,https://github.com/kaelzhang/node-ignore,0.99990001,9.999e-05,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,4173,3,46,458,4,386,10,0.10043668122270742,1.1865284974093264,0.11917098445595854
1670,https://github.com/salesforce/tough-cookie,https://github.com/reactivex/rxjs,0.9975062344,0.0024937656,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227
1673,https://github.com/salesforce/tough-cookie,https://github.com/fastify/fastify,0.9956192752,0.0043807248,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,3049,0,2343,32905,87,8811,300,0.07120498404497796,3.7345363749858134,0.26591760299625467
1674,https://github.com/salesforce/tough-cookie,https://github.com/biomejs/biome,0.6529972574,0.3470027426,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027,556,0,524,16770,225,210940,52,0.031246273106738224,0.07950127998482981,0.0024841187067412536
1675,https://github.com/pytest-dev/pytest,https://github.com/mochajs/mocha,0.3029668031,0.6970331969,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,5081,0,3012,22695,194,26733,398,0.13271645736946464,0.8489507350465717,0.112669734036584
1676,https://github.com/pytest-dev/pytest,https://github.com/gulpjs/gulp,0.41238869711,0.58761130289,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4232,0,4219,33056,34,1118,1025,0.12763189738625363,29.567084078711986,3.7737030411449015
1677,https://github.com/pytest-dev/pytest,https://github.com/facebook/react,0.82746783351,0.17253216649,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4272,0,47467,231945,970,710916,6635,0.2046476535385544,0.3262621744341104,0.06676878843632722
1678,https://github.com/pytest-dev/pytest,https://github.com/cssnano/cssnano,0.90772014273,0.09227985727,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3582,1,319,4825,97,33702,50,0.0661139896373057,0.14316657765117796,0.009465313631238502
1679,https://github.com/pytest-dev/pytest,https://github.com/level/levelup,0.95853785196,0.04146214804,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4556,21,267,4085,0,5894,91,0.06536107711138311,0.6930777061418392,0.04530030539531727
1680,https://github.com/pytest-dev/pytest,https://github.com/emotion-js/emotion,0.49278830494,0.50721169506,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
1681,https://github.com/pytest-dev/pytest,https://github.com/mikemcl/bignumber.js,0.96850621853,0.03149378147,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4469,0,742,6758,24,4784,83,0.10979579757324652,1.4126254180602007,0.15510033444816054
1682,https://github.com/pytest-dev/pytest,https://github.com/go-task/slim-sprig,0.87957147431,0.12042852569,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2052,7,15,64,9,543,4,0.234375,0.11786372007366483,0.027624309392265192
1683,https://github.com/pytest-dev/pytest,https://github.com/babel/babel,0.07329865296,0.92670134704,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
1684,https://github.com/pytest-dev/pytest,https://github.com/debug-js/debug,0.76596824754,0.23403175246,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
1685,https://github.com/pytest-dev/pytest,https://github.com/eslint/eslint,0.08102865576,0.91897134424,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4236,0,4636,25515,93,43460,316,0.1816970409563002,0.5870915784629545,0.10667280257708238
1686,https://github.com/pytest-dev/pytest,https://github.com/heim-rs/darwin-libproc,0.99016724623,0.00983275377,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074
1687,https://github.com/pytest-dev/pytest,https://github.com/immerjs/immer,0.89122427284,0.10877572716,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2593,0,852,28023,53,5838,155,0.030403597045284232,4.800102774922919,0.1459403905447071
1688,https://github.com/pytest-dev/pytest,https://github.com/electron/electron,0.5503375987,0.4496624013,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4315,0,15779,115327,977,162468,2827,0.13681965194620513,0.7098444001280252,0.09712066376147918
1689,https://github.com/pytest-dev/pytest,https://github.com/prettier/prettier,0.27532130052,0.72467869948,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2987,0,4458,49875,1432,145124,420,0.08938345864661654,0.34367161875361757,0.030718557922879745
1691,https://github.com/pytest-dev/pytest,https://github.com/dcodeio/long.js,0.19986946831,0.80013053169,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4348,10,206,893,27,541,23,0.23068309070548712,1.6506469500924215,0.3807763401109057
1693,https://github.com/pytest-dev/pytest,https://github.com/pnpm/cmd-shim,0.36625242349,0.63374757651,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3108,594,11,14,7,805,5,0.7857142857142857,0.017391304347826087,0.013664596273291925
1694,https://github.com/pytest-dev/pytest,https://github.com/gregberge/svgr,0.86937187274,0.13062812726,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
1695,https://github.com/pytest-dev/pytest,https://github.com/mafintosh/pump,0.18632547876,0.81367452124,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4190,27,59,910,17,34,7,0.06483516483516484,26.764705882352942,1.7352941176470589
1696,https://github.com/pytest-dev/pytest,https://github.com/motdotla/dotenv,0.96199552834,0.03800447166,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4230,0,862,19434,5,2391,109,0.04435525367911907,8.12797992471769,0.3605186114596403
1697,https://github.com/pytest-dev/pytest,https://github.com/pion/webrtc,0.66666779153,0.33333220847,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2452,0,1683,14218,92,5361,260,0.11837107891405262,2.6521171423241934,0.3139339675433688
1698,https://github.com/pytest-dev/pytest,https://github.com/chzyer/readline,0.99067954237,0.00932045763,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3423,12,281,2109,108,3576,41,0.13323850165955428,0.589765100671141,0.07857941834451902
1699,https://github.com/pytest-dev/pytest,https://github.com/postcss/postcss,0.57944975965,0.42055024035,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4149,0,1570,28625,24,10792,506,0.054847161572052404,2.652427724240178,0.1454781319495923
1700,https://github.com/pytest-dev/pytest,https://github.com/ajv-validator/ajv,0.48678899361,0.51321100639,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3547,0,887,14027,284,37489,112,0.06323518927782135,0.37416308783909946,0.023660273680279547
1701,https://github.com/pytest-dev/pytest,https://github.com/mozilla/source-map,0.6069728404,0.3930271596,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4959,0,362,3587,64,7514,70,0.10091998884862002,0.47737556561085975,0.04817673675805164
1702,https://github.com/pytest-dev/pytest,https://github.com/browserslist/browserslist,0.65864945549,0.34135054451,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3704,0,720,13135,42,4360,140,0.05481537875904073,3.0126146788990824,0.1651376146788991
1703,https://github.com/pytest-dev/pytest,https://github.com/floating-ui/floating-ui,0.53733241523,0.46266758477,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3232,0,1629,30579,41,40383,257,0.05327185323261061,0.7572245746972736,0.04033875640739915
1705,https://github.com/pytest-dev/pytest,https://github.com/mattn/go-isatty,0.82046109438,0.17953890562,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3961,6,108,849,14,63,12,0.127208480565371,13.476190476190476,1.7142857142857142
1706,https://github.com/pytest-dev/pytest,https://github.com/marak/colors.js,0.29001512458,0.70998487542,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,5351,4,450,5177,90,380,53,0.08692292833687464,13.623684210526315,1.1842105263157894
1708,https://github.com/pytest-dev/pytest,https://github.com/fb55/entities,0.04227833235,0.95772166765,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4769,2,64,331,4,4865,5,0.1933534743202417,0.06803699897225077,0.0131551901336074
1709,https://github.com/pytest-dev/pytest,https://github.com/ljharb/qs,0.62268168078,0.37731831922,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3845,0,736,8638,73,12008,67,0.08520490854364436,0.7193537641572285,0.06129247168554297
1711,https://github.com/pytest-dev/pytest,https://github.com/axios/axios,0.55752673918,0.44247326082,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3821,0,11002,106235,667,17726,1186,0.10356285593260225,5.993173868893152,0.6206702019632179
1712,https://github.com/pytest-dev/pytest,https://github.com/numpy/numpy,0.25516819578,0.74483180421,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,5256,0,10389,28711,2182,153256,598,0.3618473755703389,0.18734013676462913,0.0677885368272694
1713,https://github.com/pytest-dev/pytest,https://github.com/colorjs/color-name,0.7902097902,0.2097902098,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3724,14,30,119,0,20,3,0.25210084033613445,5.95,1.5
1714,https://github.com/pytest-dev/pytest,https://github.com/brooooooklyn/snappy,0.72693070925,0.27306929075,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,1334,12,10,168,12,13046,4,0.05952380952380952,0.012877510347999386,0.0007665184730952016
1715,https://github.com/pytest-dev/pytest,https://github.com/import-js/eslint-plugin-import,0.80298722856,0.19701277144,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254
1716,https://github.com/pytest-dev/pytest,https://github.com/mysticatea/abort-controller,0.1041032073,0.8958967927,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696
1717,https://github.com/pytest-dev/pytest,https://github.com/coinbase/coinbase-wallet-sdk,0.00641414866,0.99358585134,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2105,0,614,1542,7,26607,171,0.3981841763942931,0.057954673582140036,0.02307663396850453
1718,https://github.com/pytest-dev/pytest,https://github.com/getsentry/sentry-javascript,0.12926940887,0.87073059113,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4750,0,1619,8083,420,146532,126,0.2002969194605963,0.05516201239319739,0.011048781153604673
1720,https://github.com/pytest-dev/pytest,https://github.com/boa-dev/boa,0.75230595177,0.24769404823,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,2370,0,413,5399,132,54641,47,0.07649564734210039,0.09880858695851101,0.0075584268223495175
1721,https://github.com/pytest-dev/pytest,https://github.com/pandas-dev/pandas,0.32425051204,0.67574948796,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,5277,0,18185,44463,3707,365177,1111,0.4089917459460675,0.12175739435944762,0.04979776930091435
1722,https://github.com/pytest-dev/pytest,https://github.com/inikulin/parse5,0.99038688187,0.00961311813,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4339,1,237,3719,29,10676,43,0.06372680828179618,0.3483514424878232,0.022199325590108655
1723,https://github.com/pytest-dev/pytest,https://github.com/ethers-io/ethers.js,0.86683237083,0.13316762917,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872
1724,https://github.com/pytest-dev/pytest,https://github.com/nodeca/js-yaml,0.8246799059,0.1753200941,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4872,0,776,6351,66,3777,75,0.12218548260116517,1.681493248610008,0.20545406407201483
1725,https://github.com/pytest-dev/pytest,https://github.com/formatjs/formatjs,0.90659019215,0.09340980785,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,3937,0,1365,14375,29,62376,131,0.09495652173913044,0.23045722713864306,0.02188341669873028
1727,https://github.com/pytest-dev/pytest,https://github.com/kaelzhang/node-ignore,0.9992564079,0.0007435921,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,4173,3,46,458,4,386,10,0.10043668122270742,1.1865284974093264,0.11917098445595854
1731,https://github.com/pytest-dev/pytest,https://github.com/alexeyraspopov/picocolors,0.9996037721,0.0003962279,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948,1225,0,45,1456,11,81,11,0.030906593406593408,17.97530864197531,0.5555555555555556
1734,https://github.com/heim-rs/darwin-libproc,https://github.com/cssnano/cssnano,0.16165688791,0.83834311209,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3582,1,319,4825,97,33702,50,0.0661139896373057,0.14316657765117796,0.009465313631238502
1735,https://github.com/heim-rs/darwin-libproc,https://github.com/emotion-js/emotion,0.01146890986,0.98853109014,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
1736,https://github.com/heim-rs/darwin-libproc,https://github.com/go-task/slim-sprig,0.1086584172,0.8913415828,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,2052,7,15,64,9,543,4,0.234375,0.11786372007366483,0.027624309392265192
1737,https://github.com/heim-rs/darwin-libproc,https://github.com/babel/babel,0.00013773697,0.99986226303,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
1740,https://github.com/heim-rs/darwin-libproc,https://github.com/electron/electron,0.00986123079,0.99013876921,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,4315,0,15779,115327,977,162468,2827,0.13681965194620513,0.7098444001280252,0.09712066376147918
1742,https://github.com/heim-rs/darwin-libproc,https://github.com/gregberge/svgr,0.02519847097,0.97480152903,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
1743,https://github.com/heim-rs/darwin-libproc,https://github.com/chzyer/readline,0.46958228905,0.53041771095,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3423,12,281,2109,108,3576,41,0.13323850165955428,0.589765100671141,0.07857941834451902
1744,https://github.com/heim-rs/darwin-libproc,https://github.com/ajv-validator/ajv,0.04262187968,0.95737812032,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3547,0,887,14027,284,37489,112,0.06323518927782135,0.37416308783909946,0.023660273680279547
1746,https://github.com/heim-rs/darwin-libproc,https://github.com/floating-ui/floating-ui,0.02007645151,0.97992354849,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3232,0,1629,30579,41,40383,257,0.05327185323261061,0.7572245746972736,0.04033875640739915
1747,https://github.com/heim-rs/darwin-libproc,https://github.com/clap-rs/clap,0.02506257918,0.97493742082,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3630,0,1072,14677,345,19912,68,0.07303944947877632,0.737093210124548,0.05383688228204098
1749,https://github.com/heim-rs/darwin-libproc,https://github.com/colorjs/color-name,0.1111111111,0.8888888889,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3724,14,30,119,0,20,3,0.25210084033613445,5.95,1.5
1751,https://github.com/heim-rs/darwin-libproc,https://github.com/coinbase/coinbase-wallet-sdk,0.00018885322,0.99981114678,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,2105,0,614,1542,7,26607,171,0.3981841763942931,0.057954673582140036,0.02307663396850453
1752,https://github.com/heim-rs/darwin-libproc,https://github.com/getsentry/sentry-javascript,0.00020895278,0.99979104722,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,4750,0,1619,8083,420,146532,126,0.2002969194605963,0.05516201239319739,0.011048781153604673
1753,https://github.com/heim-rs/darwin-libproc,https://github.com/epoberezkin/fast-deep-equal,0.00494703876,0.99505296124,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,2789,1,106,1932,34,102,14,0.054865424430641824,18.941176470588236,1.0392156862745099
1754,https://github.com/heim-rs/darwin-libproc,https://github.com/boa-dev/boa,0.14767372818,0.85232627182,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,2370,0,413,5399,132,54641,47,0.07649564734210039,0.09880858695851101,0.0075584268223495175
1755,https://github.com/heim-rs/darwin-libproc,https://github.com/ethers-io/ethers.js,0.01578140136,0.98421859864,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872
1756,https://github.com/heim-rs/darwin-libproc,https://github.com/formatjs/formatjs,0.02436702837,0.97563297163,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074,3937,0,1365,14375,29,62376,131,0.09495652173913044,0.23045722713864306,0.02188341669873028
1758,https://github.com/immerjs/immer,https://github.com/facebook/react,0.53771859178,0.46228140822,2593,0,852,28023,53,5838,155,0.030403597045284232,4.800102774922919,0.1459403905447071,4272,0,47467,231945,970,710916,6635,0.2046476535385544,0.3262621744341104,0.06676878843632722
1759,https://github.com/immerjs/immer,https://github.com/cssnano/cssnano,0.63535168559,0.36464831441,2593,0,852,28023,53,5838,155,0.030403597045284232,4.800102774922919,0.1459403905447071,3582,1,319,4825,97,33702,50,0.0661139896373057,0.14316657765117796,0.009465313631238502
1760,https://github.com/immerjs/immer,https://github.com/emotion-js/emotion,0.10679614423,0.89320385577,2593,0,852,28023,53,5838,155,0.030403597045284232,4.800102774922919,0.1459403905447071,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
